Sex,Race/Ethnicity,Age,Stage,AgeadjustedRateper100000,Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval
Both Sexes,All Races (includes Hispanic),Ages < 20,All Stages,0.0539,0.006,0.0428,0.0669
Both Sexes,All Races (includes Hispanic),Ages < 20,Localized,0.0322,0.0046,0.0238,0.0425
Both Sexes,All Races (includes Hispanic),Ages < 20,Regional,0.0132,0.003,0.0081,0.0204
Both Sexes,All Races (includes Hispanic),Ages < 20,Distant,-,-,-,-
Both Sexes,All Races (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,9.4667,0.5756,8.3721,10.6542
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Localized,1.1514,0.2064,0.783,1.6185
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Regional,2.3326,0.283,1.8111,2.947
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Distant,4.657,0.3907,3.9227,5.4805
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Unstaged,1.3257,0.2364,0.9034,1.8559
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,0.7756,0.163,0.4897,1.1585
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Localized,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Regional,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Distant,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,14.7435,1.4206,12.091,17.8052
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Localized,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Regional,3.8374,0.7262,2.5484,5.5486
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Distant,9.0746,1.11,7.0304,11.5296
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Unstaged,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,52.9685,4.1263,45.1898,61.6979
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,Localized,6.5228,1.4885,3.939,10.133
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,Regional,12.6875,2.0066,9.0633,17.2802
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,Distant,24.095,2.7248,19.052,30.0761
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,Unstaged,9.6633,1.8329,6.4105,13.9454
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,Localized,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,Regional,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,Distant,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,8.6366,0.7794,7.1767,10.3134
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Localized,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Regional,2.3125,0.4044,1.5889,3.2605
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Distant,5.169,0.5999,4.0605,6.4953
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Unstaged,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,38.1675,4.1757,30.4241,47.2777
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Localized,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Regional,10.2661,2.2171,6.3903,15.5907
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Distant,21.1873,3.0706,15.6009,28.1355
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Unstaged,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,69.1641,7.3346,55.5388,85.1174
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,Localized,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,Regional,15.3371,3.4312,9.3657,23.7039
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,Distant,27.2767,4.6124,18.9963,37.9343
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,Unstaged,16.4416,3.589,10.1759,25.1248
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,Localized,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,Regional,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,Distant,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,9.8427,0.1338,9.5821,10.1085
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,Localized,1.1723,0.046,1.0838,1.2659
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,Regional,2.9902,0.0737,2.8475,3.1382
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,Distant,4.6605,0.0918,4.4823,4.8439
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,Unstaged,1.0197,0.0439,0.9355,1.1094
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,0.9478,0.0472,0.8575,1.0451
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,Localized,0.2035,0.0218,0.163,0.2511
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,Regional,0.2873,0.0261,0.2385,0.3433
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,Distant,0.4268,0.0317,0.3669,0.4937
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,12.8952,0.3427,12.2322,13.585
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Localized,1.5616,0.1196,1.336,1.8145
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Regional,4.1675,0.1949,3.7943,4.5678
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Distant,6.6124,0.2452,6.1405,7.1111
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Unstaged,0.5537,0.0712,0.4231,0.7122
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,57.1507,0.9395,55.3239,59.022
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,Localized,6.2572,0.3112,5.6621,6.8976
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,Regional,17.0692,0.5142,16.0761,18.1072
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,Distant,26.5857,0.6405,25.3451,27.871
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,Unstaged,7.2385,0.3336,6.5994,7.9225
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,Localized,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,Regional,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,Distant,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,0.5043,0.0475,0.4155,0.6064
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Localized,0.1572,0.0264,0.1098,0.2182
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Regional,0.1441,0.0256,0.0984,0.2037
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Distant,0.1904,0.0292,0.1375,0.2569
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,7.9717,0.1944,7.5953,8.3623
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Localized,1.0449,0.0711,0.9103,1.1941
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Regional,2.5525,0.1099,2.3416,2.7776
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Distant,4.0439,0.1382,3.7776,4.3243
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Unstaged,0.3304,0.0395,0.2576,0.4179
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,38.4435,1.0001,36.508,40.4543
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Localized,3.6806,0.3088,3.1002,4.3376
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Regional,12.6278,0.5734,11.5289,13.8027
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Distant,19.3921,0.7088,18.0275,20.8322
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Unstaged,2.7429,0.2714,2.2369,3.3276
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,77.6204,1.6351,74.4483,80.8926
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,Localized,9.0767,0.5573,8.0172,10.2372
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,Regional,21.929,0.8752,20.247,23.7128
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,Distant,34.4569,1.0942,32.3453,36.6696
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,Unstaged,12.1577,0.6323,10.9499,13.4639
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,Localized,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,Regional,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,Distant,-,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Both Sexes,Black (includes Hispanic),All Ages,All Stages,15.1877,0.1549,14.8857,15.4942
Both Sexes,Black (includes Hispanic),All Ages,Localized,1.677,0.0518,1.5771,1.7814
Both Sexes,Black (includes Hispanic),All Ages,Regional,4.1759,0.0807,4.0192,4.3368
Both Sexes,Black (includes Hispanic),All Ages,Distant,7.9699,0.1117,7.7525,8.1916
Both Sexes,Black (includes Hispanic),All Ages,Unstaged,1.365,0.0483,1.272,1.4627
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,1.4703,0.0544,1.3656,1.5807
Both Sexes,Black (includes Hispanic),Ages < 50,Localized,0.2573,0.0226,0.215,0.3053
Both Sexes,Black (includes Hispanic),Ages < 50,Regional,0.4169,0.029,0.3619,0.4775
Both Sexes,Black (includes Hispanic),Ages < 50,Distant,0.7203,0.0381,0.6475,0.7988
Both Sexes,Black (includes Hispanic),Ages < 50,Unstaged,0.0758,0.0125,0.0533,0.1043
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,26.846,0.4402,25.9901,27.723
Both Sexes,Black (includes Hispanic),Ages 50-64,Localized,2.7938,0.1419,2.5226,3.0864
Both Sexes,Black (includes Hispanic),Ages 50-64,Regional,7.7105,0.2359,7.255,8.1873
Both Sexes,Black (includes Hispanic),Ages 50-64,Distant,14.9503,0.3284,14.3135,15.6082
Both Sexes,Black (includes Hispanic),Ages 50-64,Unstaged,1.3913,0.1006,1.2011,1.6032
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,79.8969,1.0638,77.8253,82.0096
Both Sexes,Black (includes Hispanic),Ages 65+,Localized,8.4809,0.3503,7.8081,9.1957
Both Sexes,Black (includes Hispanic),Ages 65+,Regional,21.5047,0.549,20.4419,22.6085
Both Sexes,Black (includes Hispanic),Ages 65+,Distant,41.1959,0.7622,39.7154,42.7175
Both Sexes,Black (includes Hispanic),Ages 65+,Unstaged,8.7154,0.3557,8.032,9.441
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages <15,Localized,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages <15,Regional,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages <15,Distant,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,0.6759,0.052,0.5778,0.7854
Both Sexes,Black (includes Hispanic),Ages 15-39,Localized,0.1962,0.0276,0.1459,0.2577
Both Sexes,Black (includes Hispanic),Ages 15-39,Regional,0.1423,0.024,0.0992,0.1969
Both Sexes,Black (includes Hispanic),Ages 15-39,Distant,0.2887,0.0342,0.2256,0.3633
Both Sexes,Black (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,15.941,0.2454,15.4637,16.4297
Both Sexes,Black (includes Hispanic),Ages 40-64,Localized,1.7578,0.0821,1.6007,1.9266
Both Sexes,Black (includes Hispanic),Ages 40-64,Regional,4.6226,0.1323,4.3669,4.8898
Both Sexes,Black (includes Hispanic),Ages 40-64,Distant,8.7505,0.1813,8.3986,9.1137
Both Sexes,Black (includes Hispanic),Ages 40-64,Unstaged,0.8101,0.0555,0.705,0.9269
Both Sexes,Black (includes Hispanic),Ages 65-74,All Stages,64.3026,1.2065,61.9593,66.7115
Both Sexes,Black (includes Hispanic),Ages 65-74,Localized,5.4911,0.3527,4.8215,6.2273
Both Sexes,Black (includes Hispanic),Ages 65-74,Regional,18.6912,0.6463,17.4459,20.002
Both Sexes,Black (includes Hispanic),Ages 65-74,Distant,35.6473,0.9008,33.9034,37.4571
Both Sexes,Black (includes Hispanic),Ages 65-74,Unstaged,4.4731,0.3199,3.8681,5.1453
Both Sexes,Black (includes Hispanic),Ages 75+,All Stages,96.9605,1.7945,93.4749,100.5426
Both Sexes,Black (includes Hispanic),Ages 75+,Localized,11.7524,0.6238,10.5613,13.0408
Both Sexes,Black (includes Hispanic),Ages 75+,Regional,24.5832,0.9067,22.8381,26.4259
Both Sexes,Black (includes Hispanic),Ages 75+,Distant,47.2674,1.2556,44.8382,49.7936
Both Sexes,Black (includes Hispanic),Ages 75+,Unstaged,13.3575,0.6577,12.0994,14.7116
Both Sexes,Black (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages < 20,Localized,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages < 20,Regional,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages < 20,Distant,-,-,-,-
Both Sexes,Black (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Both Sexes,Hispanic (any race),All Ages,All Stages,11.2888,0.1274,11.0404,11.5408
Both Sexes,Hispanic (any race),All Ages,Localized,1.256,0.0424,1.1742,1.3415
Both Sexes,Hispanic (any race),All Ages,Regional,3.1778,0.0671,3.0476,3.3117
Both Sexes,Hispanic (any race),All Ages,Distant,5.6995,0.09,5.5245,5.8781
Both Sexes,Hispanic (any race),All Ages,Unstaged,1.1555,0.0428,1.073,1.242
Both Sexes,Hispanic (any race),Ages < 50,All Stages,0.9736,0.0343,0.9075,1.043
Both Sexes,Hispanic (any race),Ages < 50,Localized,0.1851,0.0146,0.1577,0.2158
Both Sexes,Hispanic (any race),Ages < 50,Regional,0.2663,0.018,0.2322,0.3038
Both Sexes,Hispanic (any race),Ages < 50,Distant,0.4674,0.024,0.4216,0.5166
Both Sexes,Hispanic (any race),Ages < 50,Unstaged,0.0547,0.0082,0.0399,0.073
Both Sexes,Hispanic (any race),Ages 50-64,All Stages,16.7968,0.3205,16.1745,17.4369
Both Sexes,Hispanic (any race),Ages 50-64,Localized,1.665,0.1008,1.4732,1.8747
Both Sexes,Hispanic (any race),Ages 50-64,Regional,5.0021,0.1748,4.6654,5.3567
Both Sexes,Hispanic (any race),Ages 50-64,Distant,9.3063,0.2387,8.8443,9.7861
Both Sexes,Hispanic (any race),Ages 50-64,Unstaged,0.8234,0.0709,0.6903,0.9746
Both Sexes,Hispanic (any race),Ages 65+,All Stages,63.8153,0.9128,62.0387,65.6297
Both Sexes,Hispanic (any race),Ages 65+,Localized,6.9021,0.3023,6.3222,7.5206
Both Sexes,Hispanic (any race),Ages 65+,Regional,17.6839,0.4779,16.7595,18.6461
Both Sexes,Hispanic (any race),Ages 65+,Distant,31.3771,0.6385,30.1381,32.6539
Both Sexes,Hispanic (any race),Ages 65+,Unstaged,7.8522,0.3251,7.2279,8.5154
Both Sexes,Hispanic (any race),Ages <15,All Stages,-,-,-,-
Both Sexes,Hispanic (any race),Ages <15,Localized,-,-,-,-
Both Sexes,Hispanic (any race),Ages <15,Regional,-,-,-,-
Both Sexes,Hispanic (any race),Ages <15,Distant,-,-,-,-
Both Sexes,Hispanic (any race),Ages <15,Unstaged,-,-,-,-
Both Sexes,Hispanic (any race),Ages 15-39,All Stages,0.4876,0.0325,0.4261,0.5553
Both Sexes,Hispanic (any race),Ages 15-39,Localized,0.1695,0.0188,0.1346,0.2103
Both Sexes,Hispanic (any race),Ages 15-39,Regional,0.1053,0.015,0.0779,0.1389
Both Sexes,Hispanic (any race),Ages 15-39,Distant,0.189,0.0205,0.1509,0.2334
Both Sexes,Hispanic (any race),Ages 15-39,Unstaged,-,-,-,-
Both Sexes,Hispanic (any race),Ages 40-64,All Stages,10.01,0.1738,9.6724,10.3565
Both Sexes,Hispanic (any race),Ages 40-64,Localized,1.0533,0.0563,0.9458,1.1697
Both Sexes,Hispanic (any race),Ages 40-64,Regional,2.9683,0.0946,2.7858,3.1596
Both Sexes,Hispanic (any race),Ages 40-64,Distant,5.4798,0.1286,5.2306,5.7378
Both Sexes,Hispanic (any race),Ages 40-64,Unstaged,0.5086,0.0391,0.4348,0.5914
Both Sexes,Hispanic (any race),Ages 65-74,All Stages,48.8477,1.0163,46.8758,50.8808
Both Sexes,Hispanic (any race),Ages 65-74,Localized,4.3105,0.301,3.7407,4.9423
Both Sexes,Hispanic (any race),Ages 65-74,Regional,15.3039,0.5674,14.212,16.4573
Both Sexes,Hispanic (any race),Ages 65-74,Distant,26.0748,0.7435,24.6378,27.5734
Both Sexes,Hispanic (any race),Ages 65-74,Unstaged,3.1584,0.26,2.6694,3.7104
Both Sexes,Hispanic (any race),Ages 75+,All Stages,80.1931,1.5547,77.1746,83.2993
Both Sexes,Hispanic (any race),Ages 75+,Localized,9.738,0.5407,8.7069,10.8575
Both Sexes,Hispanic (any race),Ages 75+,Regional,20.2881,0.7851,18.7784,21.8865
Both Sexes,Hispanic (any race),Ages 75+,Distant,37.1789,1.0611,35.128,39.3179
Both Sexes,Hispanic (any race),Ages 75+,Unstaged,12.9881,0.6184,11.8042,14.2593
Both Sexes,Hispanic (any race),Ages < 20,All Stages,0.0583,0.0117,0.0377,0.0859
Both Sexes,Hispanic (any race),Ages < 20,Localized,-,-,-,-
Both Sexes,Hispanic (any race),Ages < 20,Regional,-,-,-,-
Both Sexes,Hispanic (any race),Ages < 20,Distant,-,-,-,-
Both Sexes,Hispanic (any race),Ages < 20,Unstaged,-,-,-,-
Both Sexes,Non-Hispanic White,All Ages,All Stages,13.1659,0.0549,13.0584,13.2741
Both Sexes,Non-Hispanic White,All Ages,Localized,1.531,0.019,1.4939,1.5688
Both Sexes,Non-Hispanic White,All Ages,Regional,3.963,0.0302,3.904,4.0227
Both Sexes,Non-Hispanic White,All Ages,Distant,6.4282,0.0384,6.3532,6.5039
Both Sexes,Non-Hispanic White,All Ages,Unstaged,1.2437,0.0165,1.2116,1.2765
Both Sexes,Non-Hispanic White,Ages < 50,All Stages,1.1942,0.0244,1.1469,1.243
Both Sexes,Non-Hispanic White,Ages < 50,Localized,0.2325,0.0108,0.2117,0.2548
Both Sexes,Non-Hispanic White,Ages < 50,Regional,0.3552,0.0132,0.3298,0.3822
Both Sexes,Non-Hispanic White,Ages < 50,Distant,0.553,0.0166,0.5209,0.5864
Both Sexes,Non-Hispanic White,Ages < 50,Unstaged,0.0536,0.0052,0.0439,0.0648
Both Sexes,Non-Hispanic White,Ages 50-64,All Stages,20.065,0.163,19.7469,20.3871
Both Sexes,Non-Hispanic White,Ages 50-64,Localized,1.9733,0.0515,1.8736,2.0769
Both Sexes,Non-Hispanic White,Ages 50-64,Regional,6.5583,0.0932,6.3769,6.7435
Both Sexes,Non-Hispanic White,Ages 50-64,Distant,10.6697,0.1187,10.4383,10.9049
Both Sexes,Non-Hispanic White,Ages 50-64,Unstaged,0.8638,0.0337,0.7989,0.9326
Both Sexes,Non-Hispanic White,Ages 65+,All Stages,73.5262,0.3635,72.8155,74.242
Both Sexes,Non-Hispanic White,Ages 65+,Localized,8.4411,0.1229,8.202,8.6854
Both Sexes,Non-Hispanic White,Ages 65+,Regional,21.5404,0.198,21.1541,21.9319
Both Sexes,Non-Hispanic White,Ages 65+,Distant,35.0358,0.2516,34.5444,35.5324
Both Sexes,Non-Hispanic White,Ages 65+,Unstaged,8.5088,0.1205,8.2743,8.7484
Both Sexes,Non-Hispanic White,Ages <15,All Stages,-,-,-,-
Both Sexes,Non-Hispanic White,Ages <15,Localized,-,-,-,-
Both Sexes,Non-Hispanic White,Ages <15,Regional,-,-,-,-
Both Sexes,Non-Hispanic White,Ages <15,Distant,-,-,-,-
Both Sexes,Non-Hispanic White,Ages <15,Unstaged,-,-,-,-
Both Sexes,Non-Hispanic White,Ages 15-39,All Stages,0.5686,0.025,0.5207,0.6196
Both Sexes,Non-Hispanic White,Ages 15-39,Localized,0.1818,0.0139,0.1555,0.2112
Both Sexes,Non-Hispanic White,Ages 15-39,Regional,0.1311,0.012,0.1086,0.1567
Both Sexes,Non-Hispanic White,Ages 15-39,Distant,0.2229,0.0158,0.193,0.256
Both Sexes,Non-Hispanic White,Ages 15-39,Unstaged,0.0328,0.006,0.0222,0.0466
